words_0,tfidf_0,words_1,tfidf_1,words_2,tfidf_2,words_3,tfidf_3,words_4,tfidf_4
sein,0.20556860987325945,corona,0.32709488101107786,ab,0.2457826061532692,corona,0.285034247099521,der,0.5366055212680101
gelten,0.18890088474840058,maskenpflicht,0.2289664167077545,corona,0.2387602459774615,werden,0.21013473691278556,foto,0.17871571965885824
corona,0.18890088474840058,werden,0.16899902185572357,werden,0.2387602459774615,geben,0.18100714961794398,werden,0.1653050184000979
maskenpflicht,0.18334497637344763,wien,0.15264427780516968,wien,0.2317378858016538,sein,0.1706044398697863,gelten,0.16021871014163336
mehr,0.16112134287363578,haimbuchner,0.13728906737005625,maskenpflicht,0.19662608492261535,wien,0.1664433559705232,sein,0.15767555601240107
ab,0.15000952612372986,vfgh,0.13025412531886083,gelten,0.1790701844830961,person,0.15812118817199705,ab,0.15767555601240107
geben,0.13889770937382395,covid,0.12246492082984448,geben,0.15098074377986537,ab,0.15812118817199705,in,0.15004609362470425
müssen,0.13611975518634747,ab,0.103580045653508,person,0.15098074377986537,gelten,0.15187956232310243,geben,0.13224401472007832
werden,0.133341800998871,österreich,0.09812846430332337,österreich,0.14044720351615383,mehr,0.15187956232310243,apa,0.10935562755698784
sagen,0.12778589262391804,sein,0.09267688295313872,polizei,0.14044720351615383,maskenpflicht,0.14147685257494472,wien,0.10426931929852329
maske,0.12778589262391804,jährig,0.09194408846037234,mehr,0.14044720351615383,österreich,0.13731576867568165,mehr,0.10426931929852329
österreich,0.12500793843644156,konsortium,0.09152604491337082,neu,0.12640248316453845,neu,0.12067143307862932,sie,0.09903648760369722
person,0.11667407587401211,griechenland,0.09152604491337082,covid,0.12454031723143227,coronavirus,0.11651034917936624,maskenpflicht,0.09663985691082647
regel,0.11389612168653564,variante,0.08379178793620937,coronavirus,0.1228913030766346,sagen,0.09986601358231392,österreich,0.09155354865236191
test,0.11111816749905916,forum,0.0830729663339246,montag,0.10182422254921152,covid,0.09839478387453969,auch,0.09042461911641922
tragen,0.10834021331158268,maßnahme,0.08177372025276947,test,0.09480186237340384,maßnahme,0.09570492968305085,tag,0.08901039452312964
wien,0.1055622591241062,neu,0.07632213890258484,rund,0.09129068228549998,maske,0.09570492968305085,person,0.08901039452312964
ffp2,0.10278430493662973,laut,0.07087055755240021,frei,0.08777950219759614,sollen,0.08946330383415622,müssen,0.08646724039389736
weit,0.10278430493662973,delta,0.06895806634527925,dürfen,0.08777950219759614,positiv,0.08855530548708572,bei,0.08392408626466509
woche,0.10278430493662973,recht,0.06895806634527925,demo,0.0871782220620026,montag,0.08738276188452468,zwei,0.07883777800620054
prozent,0.09722839656167677,storchenfeier,0.06864453368502813,maske,0.08426832210969229,woche,0.08738276188452468,bereits,0.07629462387696827
sollen,0.09167248818672381,idar,0.06864453368502813,wiener,0.08426832210969229,mensch,0.08738276188452468,etwa,0.07629462387696827
maßnahme,0.08889453399924732,oberstein,0.06864453368502813,neuinfektion,0.08075714202178845,regierung,0.08530221993489315,sagen,0.07375146974773598
bid,0.0874477319279276,stoff,0.06864453368502813,maßnahmen,0.07887553424657377,tag,0.08530221993489315,wegen,0.07375146974773598
schule,0.08611657981177084,geldstrafe,0.06864453368502813,dienstag,0.0772459619338846,regel,0.0832216779852616,dürfen,0.07120831561850371
pcr,0.08589498901326546,gesetzwidrig,0.06864453368502813,mensch,0.0772459619338846,veranstaltung,0.08114113603563007,maßnahme,0.07120831561850371
tag,0.08056067143681789,prozent,0.06541897620221557,mittwoch,0.0772459619338846,schule,0.08114113603563007,für,0.06938222859859071
impfpflichen,0.0799592501042584,wegen,0.06541897620221557,19,0.07373478184598076,etwa,0.08114113603563007,ein,0.0691569968325402
covid,0.07225757263206847,geben,0.06541897620221557,maßnahme,0.07373478184598076,19,0.08114113603563007,biden,0.06889494789822416
mückstein,0.07225757263206847,qr,0.06461230714860802,tag,0.07373478184598076,dürfen,0.08114113603563007,dieser,0.06889494789822416
pandemie,0.07222680887438845,fpö,0.06129605897358156,uhr,0.07373478184598076,freitag,0.08114113603563007,impfen,0.06612200736003916
schüler,0.06944885468691198,sagen,0.05996739485203094,regierung,0.07022360175807692,müssen,0.07489951018673545,tragen,0.06612200736003916
regierung,0.0666709004994355,zwei,0.05996739485203094,wegen,0.06671242167017306,weit,0.07489951018673545,weit,0.06612200736003916
bereits,0.0666709004994355,pandemie,0.05996739485203094,bereits,0.06671242167017306,zwei,0.07489951018673545,es,0.06458901365458515
drei,0.0666709004994355,hoch,0.05996739485203094,weit,0.06671242167017306,bereits,0.07489951018673545,impfpflicht,0.06458901365458515
ungeimpft,0.06637340060115968,klage,0.057203778070856776,land,0.06320124158226922,uhr,0.07073842628747236,so,0.0640451340910068
nasen,0.06568870239278952,angefochten,0.057203778070856776,kommen,0.06320124158226922,tragen,0.06657734238820928,prozent,0.06357885323080689
reischl,0.06412833674714691,user,0.05538197755594973,freitag,0.06320124158226922,land,0.06657734238820928,neu,0.06357885323080689
auer,0.06412833674714691,19,0.05451581350184631,sowie,0.06320124158226922,kommen,0.06657734238820928,woche,0.06103569910157461
coronavirus,0.06389294631195902,teilnehmer,0.05451581350184631,zwei,0.06320124158226922,bleiben,0.06449680043857774,sollen,0.06103569910157461
zehn,0.061114992124482535,bleiben,0.05451581350184631,treffen,0.06320124158226922,wegen,0.062416258488946205,wir,0.0587080395834229
neu,0.061114992124482535,weit,0.05451581350184631,positiv,0.06227015861571614,maßnahmen,0.0614967399215873,uhr,0.05849254497234233
mund,0.061114992124482535,kommen,0.05451581350184631,woche,0.05969006149436538,verschärfungen,0.06140671143941174,land,0.05849254497234233
rund,0.061114992124482535,heißen,0.05451581350184631,bleiben,0.05969006149436538,verordnung,0.06033571653931466,maske,0.05849254497234233
montag,0.061114992124482535,mehr,0.05451581350184631,vorarlberg,0.05617888140646153,nasen,0.05903687032472381,stunde,0.057189030290834636
etwa,0.05833703793700606,handel,0.05451581350184631,impfung,0.05617888140646153,seit,0.05825517458968312,polizei,0.05594939084311006
laut,0.05833703793700606,groß,0.05451581350184631,etwa,0.05617888140646153,gelb,0.05825517458968312,mensch,0.05594939084311006
schutz,0.05833703793700606,code,0.05363405160188387,vieler,0.05617888140646153,bundesland,0.05657700072786032,jahr,0.053406236713877786
zwei,0.05833703793700606,20,0.04906423215166168,orang,0.054283252120163134,salzburg,0.05411713113099683,sonntag,0.053406236713877786
geimpft,0.055835397033871095,schule,0.04906423215166168,anzeigen,0.05396747080028732,fall,0.054094090690420045,geimpfter,0.053370945075839005
land,0.05555908374952958,eu,0.04906423215166168,quarantäne,0.05396747080028732,rund,0.054094090690420045,rund,0.05086308258464551
impfen,0.05555908374952958,müssen,0.04906423215166168,usa,0.05396747080028732,sowie,0.054094090690420045,vollständig,0.04810921518785405
groß,0.05555908374952958,tragen,0.04906423215166168,sein,0.052667701318557684,rewe,0.05263432409092434,grüne,0.04810921518785405
kommen,0.0527811295620531,sollen,0.04906423215166168,red,0.052667701318557684,st,0.052395010831035094,bundesland,0.04810921518785405
aktuell,0.0527811295620531,maske,0.04906423215166168,erster,0.052667701318557684,kurz,0.0520135487407885,wichtigste,0.048033850568255106
fallen,0.0527811295620531,bei,0.04906423215166168,övp,0.052667701318557684,mund,0.0520135487407885,kürze,0.048033850568255106
schon,0.0527811295620531,republik,0.046151647963291444,teilnehmer,0.052667701318557684,schutz,0.0520135487407885,wie,0.046466087111303137
möglich,0.0527811295620531,verhältnismäßig,0.046151647963291444,geschäft,0.04981612689257291,oberösterreich,0.05165726153413334,anzeige,0.046466087111303137
stattfinden,0.052550961914231614,social,0.046151647963291444,liegen,0.04915652123065384,test,0.04993300679115696,laut,0.045776774326180956
kind,0.050003175374576624,festnahmen,0.046151647963291444,regel,0.04915652123065384,laut,0.04993300679115696,sowie,0.045776774326180956
övp,0.050003175374576624,livebericht,0.046151647963291444,sollen,0.04915652123065384,dienstag,0.04993300679115696,salzburg,0.04510238923861317
million,0.050003175374576624,ampelkommission,0.046151647963291444,laut,0.04915652123065384,ampel,0.04993300679115696,aktuell,0.04323362019694868
dürfen,0.050003175374576624,durchimpfungsrat,0.04597204423018617,kurz,0.04915652123065384,bei,0.04993300679115696,kommen,0.04323362019694868
frei,0.050003175374576624,mail,0.04576302245668541,schule,0.04564534114274999,red,0.04785246484152542,er,0.0426967560606712
usa,0.04926652679459214,begründung,0.04576302245668541,samstag,0.04564534114274999,wiener,0.04785246484152542,oberösterreich,0.04209556328937229
19,0.047225221187100146,unverhältnismäßig,0.04576302245668541,veranstaltung,0.04564534114274999,ende,0.045771922891893885,besucher,0.04209556328937229
allerdings,0.047225221187100146,1520,0.04576302245668541,zudem,0.04564534114274999,verschärfen,0.045771922891893885,groß,0.04069046606771641
testen,0.047225221187100146,beschwerde,0.04576302245668541,zehn,0.04564534114274999,frage,0.045771922891893885,impfung,0.04069046606771641
mensch,0.047225221187100146,darlegen,0.04576302245668541,ort,0.042134161054846145,zehn,0.04369138094226234,euro,0.04069046606771641
vieler,0.047225221187100146,p1,0.04576302245668541,tragen,0.042134161054846145,möglich,0.04369138094226234,regierung,0.04069046606771641
verordnung,0.047225221187100146,distancing,0.04576302245668541,öffnen,0.042134161054846145,heißen,0.04369138094226234,montag,0.04069046606771641
handel,0.047225221187100146,entsetzen,0.04576302245668541,erlauben,0.042134161054846145,gastronomie,0.04369138094226234,kärnten,0.03931745832494881
arbeitnehmer,0.04703485300250494,demo,0.04511865504257428,handel,0.042134161054846145,antwort,0.04227196483266401,erzählen,0.039088737340131414
mask,0.04703485300250494,mai,0.04511865504257428,sagen,0.042134161054846145,vier,0.04181778314667937,bezirk,0.039088737340131414
pflicht,0.045982091674952666,stellen,0.04361265080147705,2000,0.04161461266390832,övp,0.0416108389926308,million,0.038147311938484134
fall,0.04444726699962366,verfassungsgerichtshof,0.04361265080147705,ostern,0.041513439077144096,sonntag,0.0416108389926308,gemeinde,0.038147311938484134
zudem,0.04444726699962366,mund,0.04361265080147705,wichtig_kürzen,0.041513439077144096,erster,0.0416108389926308,erster,0.038147311938484134
liegen,0.04444726699962366,red,0.04361265080147705,osttirol,0.0394787288146641,gut,0.0416108389926308,punzfoto,0.0373596615530873
infektion,0.04444726699962366,verordnung,0.04361265080147705,mund,0.0386229809669423,können,0.0416108389926308,infektionszahle,0.0373596615530873
sonntag,0.04444726699962366,können,0.04361265080147705,abstand,0.0386229809669423,testen,0.0416108389926308,freie,0.0373596615530873
erster,0.04444726699962366,test,0.04361265080147705,testen,0.0386229809669423,euro,0.0416108389926308,usa,0.036081911390890536
bisher,0.04444726699962366,sehen,0.04361265080147705,gehen,0.0386229809669423,gäste,0.04093780762627449,mückstein,0.036081911390890536
impfung,0.04444726699962366,etwa,0.04361265080147705,in,0.0386229809669423,pandemie,0.03953029704299926,verstoß,0.036081911390890536
können,0.04444726699962366,coronavirus,0.04361265080147705,donnerstag,0.0386229809669423,zahl,0.03953029704299926,fall,0.03560415780925186
erst,0.04444726699962366,tag,0.04361265080147705,tirol,0.0386229809669423,weiterhin,0.03953029704299926,negativ,0.03560415780925186
wagner,0.04294749450663273,demonstration,0.04361265080147705,negativ,0.0386229809669423,vieler,0.03953029704299926,samstag,0.03560415780925186
schnell,0.04294749450663273,schützen,0.03867313289363509,halten,0.0386229809669423,schon,0.03953029704299926,övp,0.03560415780925186
80,0.04294749450663273,fuer,0.03867313289363509,deutschland,0.0386229809669423,niederösterreich,0.03953029704299926,gesundheitsminister,0.03560415780925186
arbeitsplatz,0.042697656555313185,bildungsministerium,0.03867313289363509,nasen,0.037362095169429684,mittwoch,0.03953029704299926,an,0.03560415780925186
lockerunge,0.042697656555313185,daher,0.03867313289363509,minister,0.03684302840100893,gehen,0.03953029704299926,öffnen,0.03560415780925186
vollständig_impfen,0.04233136770225445,teilnahmen,0.03867313289363509,zahl,0.03511180087903846,lockdown,0.03953029704299926,möglich,0.03560415780925186
sehen,0.04166931281214718,platz,0.03867313289363509,bisher,0.03511180087903846,april,0.03953029704299926,dienstag,0.03560415780925186
wiener,0.04166931281214718,nasen,0.03867313289363509,ampel,0.03511180087903846,steiermark,0.039357913549815875,vieler,0.03560415780925186
uhr,0.04166931281214718,kickl,0.03831003685848848,schließen,0.03511180087903846,anzeigen,0.039357913549815875,gast,0.03444747394911208
betonen,0.04166931281214718,schulgebäude,0.03831003685848848,seit,0.03511180087903846,stehen,0.037449755093367725,24,0.03307508544164966
donnerstag,0.04166931281214718,online,0.03831003685848848,müssen,0.03511180087903846,skigebiet,0.037449755093367725,anschober,0.03307508544164966
hoch,0.04166931281214718,meinung,0.03831003685848848,aparoland_schlagerfoto,0.03454388771283109,neuinfektion,0.037449755093367725,steiermark,0.03307508544164966
asymptomatisch,0.04080894156636621,verbieten,0.03831003685848848,verzeichnen,0.03454388771283109,polizei,0.037449755093367725,künftig,0.03306100368001958
sicherheitsphase,0.04080894156636621,montag,0.03816106945129242,reuter,0.03321075126171527,erlauben,0.037449755093367725,regel,0.03306100368001958
doskozil,0.04080894156636621,50,0.03816106945129242,streng,0.03321075126171527,sehen,0.037449755093367725,halten,0.03306100368001958
positiv,0.03941322143567371,bereits,0.03816106945129242,verstößen,0.03321075126171527,tirol,0.037449755093367725,veranstaltung,0.03306100368001958
geimpften,0.03904317682421157,aktuell,0.03816106945129242,genesen,0.03321075126171527,einhalten,0.03689804395295238,zudem,0.03306100368001958
köstinger,0.03904317682421157,gelten,0.03816106945129242,20_coronavirus,0.03321075126171527,grün,0.03689804395295238,skigebiet,0.03306100368001958
cdc,0.03904317682421157,land,0.03816106945129242,pro,0.03160062079113461,20,0.03536921314373618,niederösterreich,0.03306100368001958
gesundheitsminister_wolfgang_mückstein_grün,0.03904317682421157,schutz,0.03816106945129242,lockdown,0.03160062079113461,jahr,0.03536921314373618,schon,0.03306100368001958
gehen,0.038891358624670705,möglich,0.03816106945129242,erklären,0.03160062079113461,kärnt,0.03508954939394956,freitag,0.03306100368001958
klasse,0.038891358624670705,empfehlen,0.03816106945129242,privat,0.03160062079113461,einkauf,0.03493000722069006,können,0.03306100368001958
davon,0.038891358624670705,gut,0.03816106945129242,frage,0.03160062079113461,vorstellen,0.03493000722069006,wiener,0.03306100368001958
treffen,0.038891358624670705,erst,0.03816106945129242,april,0.03160062079113461,besucher,0.03443817435608889,red,0.03306100368001958
kurz,0.038891358624670705,dabei,0.03816106945129242,standard,0.03160062079113461,usa,0.03443817435608889,abstand,0.03306100368001958
stark,0.038891358624670705,immer,0.03816106945129242,inzidenz,0.03160062079113461,geschäft,0.03443817435608889,kurz,0.03306100368001958
ausnehmen,0.036128786316034237,impfstoff,0.03816106945129242,heißen,0.03160062079113461,vergangen,0.03328867119410464,osttirol,0.03216882953859448
us,0.036128786316034237,dürfen,0.03816106945129242,euro,0.03160062079113461,gemeinde,0.03328867119410464,infekt,0.0320225670455034
freitag,0.03611340443719423,in,0.03816106945129242,wochenende,0.03160062079113461,ffp2,0.03328867119410464,ungeimpfte,0.0320225670455034
immer,0.03611340443719423,stimme,0.03692131837063315,rutter,0.02960904661099807,groß,0.03328867119410464,impfdose,0.0320225670455034
brauchen,0.03611340443719423,identitär,0.03692131837063315,tschechien,0.02960904661099807,drei,0.03328867119410464,neubauerfoto,0.0320225670455034
veranstaltung,0.03611340443719423,klubobmann,0.03692131837063315,808,0.02947442272080714,kunde,0.03328867119410464,skigebieten,0.0320225670455034
lassen,0.03611340443719423,novavax,0.03692131837063315,ausgangssperre,0.02947442272080714,außerdem,0.03328867119410464,öffnungsschritt,0.0320225670455034
bei,0.03611340443719423,kategorie,0.03692131837063315,ausreisetests,0.02947442272080714,lang,0.03328867119410464,afp,0.0320225670455034
weniger,0.03611340443719423,oberösterreichisch,0.03692131837063315,arztpraxen,0.02947442272080714,bundesländ,0.0321654202777871,grippal,0.0320225670455034
personen,0.035138859141790414,sputnik,0.03692131837063315,bundesgären,0.02947442272080714,mückstein,0.0319783047592254,tirol,0.030517849550787304
faßmann,0.035138859141790414,grenzpendler,0.03692131837063315,563,0.02947442272080714,rot,0.0319783047592254,alt,0.030517849550787304
zwölf_jahr,0.03497909277117104,adresse,0.03432226684251406,zugangstests,0.02947442272080714,ostern,0.0319783047592254,coronavirus,0.030517849550787304
klinik,0.03497909277117104,privatleben,0.03432226684251406,1600,0.02947442272080714,quarantäne,0.0319783047592254,heißen,0.030517849550787304
der,0.03333545024971775,unterrichts,0.03432226684251406,vorlage,0.02947442272080714,anschober,0.0319783047592254,pro,0.030517849550787304
haben,0.03333545024971775,alpha,0.03432226684251406,donaukanal,0.02947442272080714,bundeskanzler_sebastian_kurz_övp,0.0319783047592254,lang,0.030517849550787304
erklären,0.03333545024971775,coronainformation,0.03432226684251406,us,0.029059407354000866,impfung,0.031208129244473103,bleiben,0.030517849550787304
kündigen,0.03333545024971775,attacke,0.03432226684251406,kundgebung,0.029059407354000866,in,0.031208129244473103,andrang,0.03014153970547307
sowie,0.03333545024971775,maskentrag,0.03432226684251406,beide,0.029059407354000866,kündigen,0.031208129244473103,rudolf,0.03014153970547307
derzeit,0.03333545024971775,aufrufen,0.03432226684251406,statt,0.029059407354000866,prozent,0.031208129244473103,auf,0.030068259492408784
zeigen,0.03333545024971775,verbots,0.03432226684251406,bundesland,0.029059407354000866,bisher,0.031208129244473103,verschärfung,0.030068259492408784
gastronomie,0.03333545024971775,impft,0.03432226684251406,stark,0.028089440703230766,samstag,0.031208129244473103,100,0.030068259492408784
umsetzen,0.03292439710175346,oön,0.03432226684251406,möglich,0.028089440703230766,million,0.031208129244473103,wer,0.030068259492408784
22_juli,0.03292439710175346,dominant,0.03432226684251406,bundesregierung,0.028089440703230766,früh,0.031208129244473103,80,0.028594515145417318
kogler,0.03292439710175346,initiative,0.03432226684251406,vergangen,0.028089440703230766,pro,0.031208129244473103,haus,0.028594515145417318
infektionszahl,0.03284435119639476,schulpflichtig,0.03432226684251406,verschärfen,0.028089440703230766,zudem,0.031208129244473103,zwölf,0.028594515145417318
schützen,0.03284435119639476,biologisch,0.03432226684251406,gering,0.028089440703230766,amazon,0.030563756318103805,los,0.028594515145417318
vorschlag,0.03123454145936926,offenhalten,0.03432226684251406,kunde,0.028089440703230766,linz,0.029518435162361904,immer,0.02797469542155503
innenräume,0.03123454145936926,priester,0.03432226684251406,letzter,0.028089440703230766,nächster,0.029518435162361904,mittwoch,0.02797469542155503
1_juli,0.03123454145936926,dokument,0.03432226684251406,führen,0.028089440703230766,intensivstationen,0.029518435162361904,meter,0.02797469542155503
tests,0.03123454145936926,schülerin,0.03432226684251406,sieben,0.028089440703230766,sechs,0.029518435162361904,seit,0.02797469542155503
weiterhin,0.030557496062241268,jesus,0.03432226684251406,stadt,0.028089440703230766,mai,0.029518435162361904,lassen,0.02797469542155503
regelung,0.030557496062241268,dafür,0.032709488101107784,stehen,0.028089440703230766,oktober,0.029518435162361904,schule,0.02797469542155503
halten,0.030557496062241268,massentest,0.032709488101107784,bei,0.028089440703230766,pflicht,0.029518435162361904,erreichen,0.02797469542155503
seit,0.030557496062241268,sowie,0.032709488101107784,finden,0.028089440703230766,pflegeheime,0.029518435162361904,derzeit,0.02797469542155503
pro,0.030557496062241268,derzeit,0.032709488101107784,million,0.028089440703230766,frage_antwort,0.029241291161624636,kundgebung,0.027061433543167902
gesundheitsministerium,0.030557496062241268,zurück,0.032709488101107784,pandemie,0.028089440703230766,kindergärten,0.029241291161624636,november,0.027061433543167902
bleiben,0.030557496062241268,2020,0.032709488101107784,bekennen,0.028089440703230766,hoch,0.02912758729484156,geschäft,0.027061433543167902
künftig,0.030557496062241268,dienstag,0.032709488101107784,geimpft,0.024908063446286453,abstand,0.02912758729484156,einhalten,0.027061433543167902
euro,0.030557496062241268,letzter,0.032709488101107784,30,0.024908063446286453,öffnen,0.02912758729484156,imago,0.026685472537919502
genesen,0.029559916076755285,gehen,0.032709488101107784,24_stunde,0.024908063446286453,haben,0.02912758729484156,richtlinie,0.026685472537919502
patienten,0.029559916076755285,zuvor,0.032709488101107784,öffis,0.024908063446286453,halten,0.02912758729484156,angeles,0.026685472537919502
maßnahmen,0.029559916076755285,kontrollieren,0.032709488101107784,verstoß,0.024908063446286453,mitarbeiter,0.02912758729484156,updat,0.026685472537919502
einhalten,0.029559916076755285,bestimmung,0.032709488101107784,quadratmeter,0.024908063446286453,davon,0.02912758729484156,fohringerfoto,0.026685472537919502
öffis,0.029559916076755285,entscheidung,0.032709488101107784,vorerst,0.024908063446286453,ganz,0.02912758729484156,apafoto,0.026685472537919502
stufe,0.029559916076755285,befinden,0.032709488101107784,salzburg,0.024908063446286453,der,0.02912758729484156,club,0.02583560546183406
bereichen,0.029559916076755285,bieten,0.032709488101107784,1000,0.024908063446286453,situation,0.02912758729484156,grippe,0.02583560546183406
clemens,0.02914924397597587,regelung,0.032709488101107784,bundeskanzler_sebastian_kurz_övp,0.024908063446286453,dezember,0.02912758729484156,unterscheiden,0.02583560546183406
zutrittstests,0.02914924397597587,fall,0.032709488101107784,mai,0.024908063446286453,brasilien,0.028181309888442672,bußgeld,0.02583560546183406
flügen,0.02914924397597587,uhr,0.032709488101107784,schritt,0.024908063446286453,2000,0.028181309888442672,überstehen,0.02583560546183406
angel,0.02914924397597587,betonen,0.032709488101107784,stattfinden,0.024908063446286453,ein,0.027058565565498415,verordnung,0.025431541292322755
kanada,0.028220911801502966,mehrere,0.032709488101107784,protest,0.024674205509165062,bundesweit,0.027058565565498415,handel,0.025431541292322755
wiener_linie,0.028220911801502966,beschränkung,0.032709488101107784,photo,0.024674205509165062,streng,0.027058565565498415,teilnehmer,0.025431541292322755
schülerinn_schüler,0.028220911801502966,mensch,0.032709488101107784,innenstadt,0.024674205509165062,wichtig_kürzen,0.027058565565498415,gut,0.025431541292322755
meter,0.02777954187476479,fohringer,0.032709488101107784,karlsplatz,0.024674205509165062,eigen,0.027058565565498415,voll,0.025431541292322755
jahr,0.02777954187476479,untersagen,0.032709488101107784,ausreisetestpflicht,0.024674205509165062,ergebnis,0.027058565565498415,melden,0.025431541292322755
indoor,0.02777954187476479,ages,0.03222761074469591,wert,0.024674205509165062,spö,0.027047045345210022,gesundheitsministerium,0.025431541292322755
heißen,0.02777954187476479,nutzen,0.03222761074469591,1500,0.024674205509165062,liegen,0.027047045345210022,erhalten,0.025431541292322755
nehmen,0.02777954187476479,kommission,0.03222761074469591,bilanz,0.024674205509165062,erst,0.027047045345210022,weniger,0.025431541292322755
sprechen,0.02777954187476479,hochmuthfoto,0.03222761074469591,tests,0.024674205509165062,infektion,0.027047045345210022,gehen,0.025431541292322755
bevölkerung,0.02777954187476479,umgang,0.03222761074469591,steigend_infektionszahl,0.024674205509165062,fordern,0.027047045345210022,thema,0.025431541292322755
vergangen,0.02777954187476479,maßnahmen,0.03222761074469591,präsident_donald_trump,0.024674205509165062,nehmen,0.027047045345210022,außerdem,0.025431541292322755
stehen,0.02777954187476479,mitreden,0.03064802948679078,tiroler,0.02457826061532692,meter,0.027047045345210022,bestehen,0.025431541292322755
neuinfektion,0.02777954187476479,unterstützen,0.03064802948679078,situation,0.02457826061532692,künftig,0.027047045345210022,zeigen,0.025431541292322755
dafür,0.02777954187476479,scheinen,0.03064802948679078,verlassen,0.02457826061532692,setzen,0.027047045345210022,donnerstag,0.025431541292322755
einschränkung,0.02777954187476479,60,0.03064802948679078,derzeit,0.02457826061532692,handel,0.027047045345210022,drei,0.025431541292322755
gut,0.02777954187476479,begräbnissen,0.03064802948679078,melden,0.02457826061532692,pressekonferenz,0.027047045345210022,erst,0.025431541292322755
abstandsregeln,0.027330223776948104,vorbei,0.03064802948679078,gut,0.02457826061532692,stellen,0.027047045345210022,einrichtung,0.025020200752240155
laer,0.027330223776948104,gottesdienste,0.03064802948679078,schutz,0.02457826061532692,treffen,0.027047045345210022,bewohner,0.025020200752240155
fpö,0.027330223776948104,nachvollziehbar,0.03064802948679078,gastronomie,0.02457826061532692,tests,0.02631716204546217,betroffener,0.025020200752240155
fuer,0.026275480957115807,apahan_punzfoto,0.03064802948679078,hoch,0.02457826061532692,vorwoch,0.02631716204546217,bundeskanzler,0.024054607593927024
vorschreiben,0.026275480957115807,antrag,0.03064802948679078,dabei,0.02457826061532692,mayer,0.02631716204546217,ages,0.024054607593927024
quarantäne,0.026275480957115807,virusmutation,0.03064802948679078,klein,0.02457826061532692,durchaus,0.02631716204546217,symptom,0.024054607593927024
bundesland,0.026275480957115807,betriebsstätn,0.03064802948679078,meter,0.02457826061532692,krise,0.02631716204546217,mindestabstand,0.022888387163090478
statt,0.026275480957115807,öffnungsschritte,0.03064802948679078,25,0.02457826061532692,testungen,0.026197505415517547,testen,0.022888387163090478
urlaub,0.026275480957115807,medizinisch_personal,0.03064802948679078,sehen,0.02457826061532692,https,0.026197505415517547,februar,0.022888387163090478
virus,0.026275480957115807,beschluss,0.027690988777974865,gemeinde,0.02457826061532692,gesundheitsminister_rudolf,0.026197505415517547,kündigen,0.022888387163090478
100,0.026275480957115807,eingriff,0.027690988777974865,sonntag,0.02457826061532692,screenings,0.026197505415517547,bereich,0.022888387163090478
masken,0.026275480957115807,prüfung,0.027690988777974865,infizieren,0.02457826061532692,mehrere,0.02496650339557848,mitarbeiter,0.022888387163090478
standard,0.025001587687288312,ema,0.027690988777974865,schon,0.02457826061532692,stadt,0.02496650339557848,präsentieren,0.022888387163090478
hingegen,0.025001587687288312,unbekannt,0.027690988777974865,erhalten,0.02457826061532692,15,0.02496650339557848,berichten,0.022888387163090478
setzen,0.025001587687288312,enthalten,0.027690988777974865,stellen,0.02457826061532692,lage,0.02496650339557848,registrieren,0.022888387163090478
20,0.025001587687288312,drive,0.027690988777974865,nehmen,0.02457826061532692,erreichen,0.02496650339557848,ende,0.022888387163090478
führen,0.025001587687288312,entwurf,0.027690988777974865,kündigen,0.02457826061532692,entsprechend,0.02496650339557848,allerdings,0.022888387163090478
dabei,0.025001587687288312,nachweisen,0.027690988777974865,sperrstunde,0.02457826061532692,durchführen,0.02496650339557848,dezember,0.022888387163090478
ende,0.025001587687288312,ergattern,0.027690988777974865,maximal,0.02457826061532692,immer,0.02496650339557848,weiterhin,0.022888387163090478
zahlen,0.025001587687288312,evidenzbasiert,0.027690988777974865,20,0.02457826061532692,experte,0.02496650339557848,juli,0.022888387163090478
plan,0.025001587687288312,russisch,0.027690988777974865,verordnung,0.02457826061532692,finden,0.02496650339557848,fünf,0.022888387163090478
außerdem,0.025001587687288312,wiedereinführung,0.027690988777974865,durchführen,0.02457826061532692,sieben,0.02496650339557848,erklären,0.022888387163090478
mittwoch,0.025001587687288312,erledigen,0.027690988777974865,öffentlich,0.02457826061532692,frei,0.02496650339557848,stellen,0.022888387163090478
wegen,0.025001587687288312,euro,0.027257906750923155,tragepflicht,0.02377977866509047,derzeit,0.02496650339557848,brauchen,0.022888387163090478
reise,0.025001587687288312,stehen,0.027257906750923155,acht,0.02377977866509047,filiale,0.024658646152387338,salzburger,0.021529671218195053
samstag,0.025001587687288312,melden,0.027257906750923155,900000,0.02377977866509047,sterben,0.024658646152387338,kanada,0.021529671218195053
kritik,0.025001587687288312,ampel,0.027257906750923155,hotspots,0.02377977866509047,andrang,0.024658646152387338,damüls,0.021529671218195053
experte,0.025001587687288312,sonntag,0.027257906750923155,aufhalten,0.02377977866509047,testunge,0.024658646152387338,kollaritsch,0.021529671218195053
voll,0.025001587687288312,polizei,0.027257906750923155,ampelkommission,0.02377977866509047,foitik,0.024658646152387338,amerikaner,0.021529671218195053
deutlich,0.025001587687288312,handeln,0.027257906750923155,ski,0.022105817040605356,salzburger,0.024658646152387338,rutter,0.02144588635906299
erwarten,0.025001587687288312,aussendung,0.027257906750923155,verharmloser,0.022105817040605356,gesundheitsminister_rudolf_anschober_grün,0.024598695968634923,wolfgang,0.02144588635906299
