ID_GodotObject,tags
2000129604031,"Gesamtschutz,Sicherheitsphase,Schulstart,SARS-CoV-2,Laer,Wien,Österreich,Deutschland,Dänemark,Oberösterreich,Salzburg,Tirol,Vorarlberg,Kärnten,Steiermark,Niederösterreich,Burgenland,Ostösterreich,Großbritannien,England,Medizinische Universität Wien,APA,ÖVP,Medizinische Universität Innsbruck,Ö1,BioNTech,Pfizer,Bundesregierung,Westen Österreich,Heinz Faßmann,Peter Klimek,Alexandra Bosek"
2000129628821,"Maskenpflicht,Corona-Krise,Supermarkt,Apotheke,Wien,Kärnten"
2000118831896,"Coronavirus,Maskenpflicht,Tagesüberblick,Neuinfektionszahl,Virus,Neuinfektion,COVID-19,Rekordanstieg,Teilamnestie,Apotheke,Lebensmittel,Generalamnestie,Schlachthof,Corona-Krise,Todesfall,USA,Indien,Brasilien,Österreich,Salzburg,Frankreich,Eggenburg,Wiener Neustadt,Itzling,Wien,Oberösterreich,Kärnten,Lohne,Burgenland,Niederösterreich,Iran,Südafrika,Baltimore,Seagoville,Deutschland,WHO,ÖVP,Polizei,BMG,SPÖ,Ärztekammer,APA,Weltgesundheitsorganisation,Johns Hopkins University Baltimore,Fox News,NBC,Donald Trump,Werner Kogler,Rudolf Anschober,Sebastian Kurz,Philip Kucher,Irmgard Lechner,Hassan Rohani,Benjamin Netanyahu,Anthony Fauci,Olivier Veran"
2000116807446,"Ostern,Maskenpflicht,Normalität,Wiederauferstehung,Bundesgarten,Fahrzeug,Indoor,Coronavirus-Krise,Transport,Apotheke,Wien,Polizei,ÖVP,Bundesregierung,Rewe,Sebastian Kurz"
2000126864898,"Öffnung,Koalitionsstreit,Öffnungswunsch,Öffnungsschritt,Mückstein,Coronavirus,Vorarlberg,Niederösterreich,Österreich,Tirol,ÖVP,FPÖ,ORF,Twitter,August Wöginger,Markus Wallner,Jochen Danninger,Elisabeth Köstinger,Sebastian Kurz,Armin Fidler"
2000116819342,"Rezession,COVID-19,Coronavirus,Verfassungskonformität,Virus,Todesfall,Österreich,Flachau,Saalbach,Zell am See,Altenmarkt,Tirol,Sölden,St. Anton,Arlberg,Paznauntal,Frankreich,IWF,BMG,WHO,Weltgesundheitsorganisation,AUA,Donald Trump,Sebastian Kurz,Rudolf Anschober,Emmanuel Macron"
2000116837925,"Ostern,Notbremse,Durchseuchungsrate,Coronavirus,Ausgangsbeschränkung,Outdoor,Österreich,ÖVP,Bundesregierung,Werner Kogler,Rudolf Anschober,Sebastian Kurz,Karl Nehammer"
2000118840331,"EU-Gipfel,Coronavirus-Pandemie,Corona-Pandemie,Covid-19-Pandemie,Coronavirus,Maskenpflicht,Tagesüberblick,Virus,Krankmeldung,SARS-CoV-2,Krise,COVID-19,Unternehmensneugründung,Todesfall,Schuldenmoratorium,Neuinfektion,Corona-Krise,Wien,Österreich,Ischgl,USA,Frankreich,Brasilien,Brüssel,Oberösterreich,Ottakring,Europa,Lateinamerika,Großbritannien,Mexiko,Italien,Los Angeles,Burgenland,Kärnten,Tirol,Vorarlberg,G20,Bundesheer,APA,ÖVP,BMG,Weltgesundheitsorganisation,WHO,Fox News,CNN,AFP,Innenministerium,Kronenzeitung,Donald Trump,Rudolf Anschober,Anthony Fauci,Eric Garcetti,Sebastian Kurz,Klaudia Tanner,Thomas Szekeres"
2000129703306,"Intensivzahl,Coronavirus,Intensivbett,Maskenpflicht,Virus,Österreich,Burgenland,Wien,Ärztekammer,Bundesregierung,BMG,SPÖ,Werner Kogler,Hans Peter Doskozil"
2000118841850,"EU-Gipfel,Maskenpflicht,Supermarkt,Comeback,Apotheke,Lebensmittel,Brüssel,Österreich,Oberösterreich,Wien,Kärnten,Salzburg,ÖVP,APA,BMG,SPÖ,Rudolf Anschober,Werner Kogler,Sebastian Kurz,Karl Nehammer"
2000116868037,"Freizeitfahrt,Einschränkung,Maskenpflicht,Coronavirus,Verordnung,Verkehrsmittel,Rudolf Anschober"
2000129831411,"Maskenpflicht,Attacke,Tankstelle,Coronavirus,Oberstaatsanwaltschaft,Idar-Oberstein,Rheinland-Pfalz,Deutschland,Polizei,Kai Fuhrmann"
2000118859980,"EU-Gipfel,Corona-Pandemie,Maskenpflicht,COVID-19,Tagesüberblick,Coronavirus,Todesfall,Pharmakonzern,Impfstoff,Westbahn,Virus,Adenovirus,Frankreich,Niederösterreich,Hongkong,Italien,Lombardei,Simbabwe,Österreich,Vöcklabruck,Meidling,Salzburg,Eggenburg,Oberösterreich,Wien,Wiener Neustadt,China,Brüssel,Steiermark,Burgenland,Tirol,Lungau,Itzling,ÖBB,SPÖ,Uni Oxford,AstraZeneca,The Lancet,ÖVP,FPÖ,BMG,Krankenhaus Tamsweg,WHO,Cansino,EU,NEOS,Bundeskanzleramt,ORF,APA,Stift Heiligenkreuz,Donald Trump,Sebastian Kurz,Philip Kucher,Werner Kogler,Rudolf Anschober,Karl Nehammer,Manfred Lindenthaler,Ulrike Königsberger-Ludwig"
2000130275144,"Ampelkommission,Schultest,Modellregion,Schulbetrieb,Gastronomie,Vorarlberg,Österreich,Steiermark,Tirol,Niederösterreich,Burgenland,ÖVP,Barbara Schöbi-Fink"
2000118878711,"EU-Gipfel,Corona-Pandemie,Maskenpflicht,Coronavirus,Tagesüberblick,COVID-19,Vertagung,Bezirkshauptmannschaft,Heimquarantäne,Todesfall,Infektionszahl,Virus,Brasilien,Österreich,Brüssel,Italien,Iran,Spittal an der Drau,Ried im Innkreis,Kärnten,Wörthersee,Velden,Krumpendorf,St. Kanzian,Klagenfurt,Wolfsberg,Brasília,USA,FPÖ,ÖBB,Weltgesundheitsorganisation,ÖVP,SPÖ,Donald Trump,Sebastian Kurz,Philip Kucher,Michael Schnedlitz,Gerald Loacker,Jair Bolsonaro,Milton Ribeiro"
2000118888558,"Coronavirus,ÖBB,Daniel Pinka"
2000118890822,"Maskenpflicht,Grenzkontrolle,COVID-19,Risikogebiet,Einreise,Coronavirus,Österreich,Ried im Innkreis,Brasilien,ÖVP,ÖBB,Sebastian Kurz,Rudolf Anschober"
2000123569052,"Coronavirus,Maske,Sicherheitsabstand,Supermarkt,Öffi,Österreich,Wien,AUA,Austrian Airlines,Bundesregierung,ÖBB"
2000130436224,"Zeitplan,Arbeitsplatz,Coronavirus,Rahmenbedingung,Gastronomie,BMG,APA"
2000118903636,"Coronavirus-Pandemie,Coronavirus,Risikogebiet,Heimquarantäne,Einreise,COVID-19,Pharmakonzern,Todesfall,Impfstoff,Maskenpflicht,Ampelsystem,Neuinfektion,Virus,USA,Österreich,Australien,Brasilien,Innsbruck,Gottestdiensten,Florida,Arizona,Kalifornien,Großbritannien,Melbourne,China,São Paulo,Japan,Westbalkan,AstraZeneca,Reuters,WHO,BMG,Weltgesundheitsorganisation,RTL,The Lancet,Universität Oxford,ÖVP,Donald Trump,Georg Willi,Mike Pompeo,Pascal Soriot,Tedros Adhanom,Sebastian Kurz,Rudolf Anschober,Remdesivir"
2000130505680,"Corona-Pandemie,COVID-19,Kanada,Skandinavien,Mekka,Dänemark,Norwegen,Oslo,Saudi-Arabien,Quebec,Vereinigte Arabische Emirate,Portugal,Malta,Singapur,Katar,Österreich,SAS,Christian Dubé,Justin Trudeau"
2000118904988,"Maskenpflicht,Ausweitung,Sorglosigkeit"
2000116976186,"Maskenpflicht,Krise,Coronavirus,Corona-Krise,Gastronomie,Österreich,CNN,ÖVP,Bundesregierung,Sebastian Kurz"
2000118927838,"Salzburger Festspiele,Corona-Pandemie,EU-Gipfel,Einreisebeschränkung,Neuinfektion,Maskenpflicht,Schlachthof,Virus,COVID-19,Todesfall,Corona-Krise,Kuranstalten,Grundeinkommen,Coronavirus,Infektion,SARS-CoV-2,Österreich,USA,Wien,Oberösterreich,Rheda-Wiedenbrück,Niederösterreich,Spanien,Salzburg,Steiermark,Tirol,Burgenland,Kärnten,Vorarlberg,Eggenburg,Kalifornien,New York,Madrid,María,Nordrhein-Westfalen,Gütersloh,China,Reuters,BMG,Bundesregierung,APA,Europäisches Parlament,WHO,SPÖ,CDU,Neue Osnabrücker Zeitung,Helmholtz-Zentrum für Infektionsforschung,CDC,Corona Es,Rudolf Anschober,Karl-Josef Laumann,Mike Pompeo,Ulrike Königsberger-Ludwig,José Sierra,Tedros Adhanom"
2000130732406,"Neuinfektion,COVID-19,Intensivstation,Todesfall,Rekord,Österreich,Wien,Bregenz,Steiermark,ÖVP,BMG,SPÖ,Peter Hacker,Hermann Schützenhöfer"
2000118952103,"Maskenpflicht,COVID-19,Ausweitung,SARS-CoV-2,Apotheke,BMG,Ages Maut System,Nikolaus Scherak,Florian Stigler"
2000130816685,"Corona-Pandemie,Nachtgastronomie,Großevent,Verschärfung,Ausreisekontrolle,Niederösterreich,Oberösterreich,Salzburg,Tirol,Kärnten,Steiermark,Wien,Burgenland,Vorarlberg,Österreich,St. Koloman,Annaberg-Lungötz,Lilienfeld,Amstetten,Scheibbs"
2000118954356,"Coronavirus,COVID-19,Rekordanstieg,Neuinfektion,Tagesüberblick,Todesfall,Infektion,Heimquarantäne,Tourismusort,Corona-Krise,Virus,Quarantänepflicht,SARS,Maskenpflicht,SARS-CoV-2,Österreich,St. Wolfgang,Finnland,Großbritannien,Deutschland,Wien,Tunesien,Spanien,Katalonien,Oberösterreich,Wörgl,Schweiz,Slowenien,USA,Salzkammergut,Gmunden,Salzburg,Wolfgangsee,St. Peter,St. Gilgener,Tirol,Dalian,Niederösterreich,Steiermark,Vorarlberg,Kärnten,Burgenland,Genf,WHO,Weltgesundheitsorganisation,APA,Innenministerium,AA,Ö1,Reuters,EU,Alois Lanz,Rudolf Anschober,Mike Ryan"
2000118981517,"Coronavirus,Einreise,Risikogebiet,Tagesüberblick,Infizierte,SARS-CoV-2,Virus,COVID-19,Todesfall,Quarantäne,Logistik,Infektion,Neuinfektion,Österreich,USA,Nordkorea,St. Wolfgang,Wien,Brasilien,Bayern,Frankreich,Australien,Salzkammergut,Oberösterreich,Niederösterreich,Tirol,Vorarlberg,Burgenland,Kärnten,Salzburg,Steiermark,Brasília,Wien-Schwechat,Vienna,Indien,Mexiko,Deutschland,Mamming,Niederbayern,Flughafen Wien,ÖVP,Innenministerium,BMG,CDC,Reuters,EU,McKinsey,Jair Bolsonaro,Thomas Stelzer,Elisabeth Köstinger"
2000131016725,"Coronavirus,Impfquote,Impfbereitschaft,Maskenpflicht,Vergleich,Dänemark,Portugal,Malta,Slowenien,Kroatien,Österreich,Spanien"
2000123757470,"Corona-Pandemie,Demonstration,Livebericht,Coronavirus,COVID-19,Neonazi,Werbeagentur,Sondersitzung,Wien,Österreich,FPÖ,Polizei,APA,Querdenker,Facebook,SPÖ,NEOS,Kathpress,Herbert Kickl,Christopher Verhnjak,Edith Brötzner,Martin Sellner,Gottfried Küssel,Michael Prüller,Martin Rutter"
2000118991011,"COVID-19,Coronavirus,Virus,Tagesüberblick,Reparatur,Evakuierung,Risikogebiet,Quarantänepflicht,Krise,Teststation,Folgefall,Unfähigkeit,Ansteckung,Österreich,Bayern,Spanien,Brasilien,Vorarlberg,China,Großbritannien,Vietnam,Australien,St. Wolfgang,Eggenburg,Deutschland,München,Ischgl,Salzkammergut,Niederösterreich,Wiener Neustadt,Nürnberg,Salzburg,Tschechien,Ungarn,Melbourne,ÖVP,Polizei,Webasto,AA,CDU,Bundesregierung,BMG,SPÖ,ORF,Karl Nehammer,Donald Trump,Jair Bolsonaro,Jens Spahn,Markus Söder,Robert C. O’Brien,Ulrike Königsberger-Ludwig,Rainer Fitz"
2000123796090,"Gottesdienst,Tagesüberblick,Maskenpflicht,Coronavirus,Öffnungsschritt,Schichtbetrieb,Skigebiet,Ö1,ÖVP,Rudolf Anschober,Sebastian Kurz"
2000123830935,"Coronavirus,Tagesüberblick,Infektionszahl,Massentest,Pendler,Quarantänepflicht,Osttirol,Österreich,Laer,EMA,EU,Universität Innsbruck,Ursula von der Leyen,Christoph Badelt"
2000119010979,"Abstandsregel,Infizierte,Tagesüberblick,Epidemiegesetz,Coronavirus,Missachtung,Corona-Krise,St. Wolfgang,Österreich,Salzkammergut,Oberösterreich,Salzburg,St. Gilgen,Wolfgangsee,McKinsey,Rudolf Anschober,Barbara Neßler"
2000123866037,"Ostern,Nasenbohrtest,Selbsttest,Sicherheitsnetz,Coronavirus,Antigentest,Freibrief,Testtag,Österreich,APA,BMBF,Ages Maut System,Uni Wien,Michael Wagner"
2000119076989,"Maskenpflicht,Epidemie,Neuinfektion,Belgien,Frankreich,Biarritz,Saint-Malo,Bretagne,Loire,Bayonne"
2000122189346,"Weihnachten,Gastronomie,Getränke,Partyknaller,Ausgangsbeschränkung,Feiertag,Umsatzersatz,Pendler,Österreich,ÖVP,Polizei,BMBF,EU,Heinz Faßmann,Karl Nehammer,Gernot Blümel,Werner Kogler"
2000119078871,"Corona-Pandemie,Rekordanstieg,Eurozone,Neuerkrankung,Tagesüberblick,Hilfspaket,COVID-19,Todesfall,Corona-Krise,Coronavirus,Krise,Babyelefant,Mindestabstand,Landeverbot,Grenzkontrolle,Österreich,China,Brasilien,USA,Velden,Deutschland,Wörthersee,Weißrussland,Belarus,Portugal,Indien,Südafrika,Wien,Wolfsberg,Spanien,Oberösterreich,Albanien,Bosnien-Herzegowina,Kosovo,Nordmazedonien,Montenegro,Serbien,Bulgarien,Rumänien,Moldau,Ägypten,Großbritannien,Russland,Ukraine,Iran,Europa,Frankreich,Italien,Xinjiang,WHO,SPÖ,Ö1,Weltgesundheitsorganisation,Reuters,Eurostat,Rudolf Anschober,Peter Hacker,Werner Kogler"
2000123928993,"Massentest,Teststraße,Coronavirus-Krise,Lockerungsschritt,Auto,Fahrzeug,Wien,Austria,Vienna"
2000119112086,"Corona-Pandemie,Kundgebung,Infektionszahl,Parteitag,Neonazi,Coronavirus,Virus,Berlin,Deutschland,Stuttgart,Brandenburger Tor,Polizei,SPD,Twitter,Querdenken 711,NSDAP,EU,CSU,BamS,CDU,WamS,Bundeskanzleramt,Markus Söder,Anja Karliczek,Leni Riefenstahl,Andreas Geisel,Michael Ballweg,Jens Spahn,Saskia Esken"
2000123938583,"Automatismus,Präsenzunterricht,Schulschließung,Inzidenz,Coronavirus,Kriterium,Tamsweg,Tirol,Jungwissenschaftern,ÖVP,BMG,Heinz Faßmann"
2000117204747,"Maskenpflicht,Verordnung,Coronavirus,Zusammenkunft,Mindestabstand,Begräbnis,Todesfall,Österreich,Großbritannien,USA,Russland,Deutschland,ÖVP,Ages Maut System,Christine Aschbacher,Markus Söder,Angela Merkel"
2000123940035,"Coronavirus,Faschingsumzug,Demonstration,Fahrzeug,Wien,Eisenstadt,Salzburg,Freilassing,Burgenland,Saalach,Polizei"
2000119121784,"Corona-Pandemie,Coronavirus,COVID-19,Tagesüberblick,Virus,Corona-Krise,Prämie,Vorjahresvergleich,SARS-CoV-2,Arbeitslosenquote,Schiff,Maskenpflicht,Arktisreise,Infektionszahl,Hilfspaket,Iran,Großbritannien,Manchester,St. Wolfgang,USA,Nizza,Österreich,Dänemark,Europa,Brasilien,Indien,Salzkammergut,Oberösterreich,Minneapolis,Baltimore,Oldham,England,XXXLutz,Rewe,AFP,BBC,BMG,Arbeitsministerium,ÖVP,Ö1,GPA,ORF,CBS,Tromsö,US-Kongress,Wal-Mart Stores Inc.,Facebook,Hurtigruten,Starbucks,Johns Hopkins University Baltimore,Neel Kashkari,Deborah Birx,Christine Aschbacher,Rainer Will,Christian Estrosi,Donald Trump,Matt Hancock,Boris Johnson"
2000119148601,"Corona-Pandemie,Coronavirus,Tagesüberblick,Quarantänezeit,Katastrophe,Schulschließung,Corona-Krise,SARS-CoV-2,Homeschooling,Schulstart,Auto,Maskenpflicht,Virus,Fahrzeug,Niederösterreich,Amsterdam,Rotterdam,Oberösterreich,Italien,UN,BMBF,Verkehrsclub Österreich,BMG,ÖVP,SPÖ,RKI,ORF,Donald Trump,Jair Bolsonaro,Antonio Gutérres,Walter Souza,Braga Netto,Heinz Faßmann,Ulrike Königsberger-Ludwig"
2000117225352,"Fenstertag,Coronavirus,Corona-Krise,Wien,USA,Erdberg,Dortmund,Ryanair,Ages Maut System,Wizz Air,Rudolf Anschober,Michael O'Leary,Remdesivir"
2000117226589,"COVID-19,Gastronomie,Corona-Krise,Maskenpflicht,Österreich,Bundesregierung,Rudolf Anschober"
2000119174702,"Corona-Pandemie,Coronavirus,Infektiologe,Maskenpflicht,Virus,Tagesüberblick,Schlendrian,COVID-19,Todesfall,Kontakttagebuch,Infektion,Corona-Krise,Reisewarnung,Infektionszahl,Infizierte,SARS-CoV-2,Pandemie,Schiff,Schutzausrüstung,Österreich,Brasilien,Italien,Australien,USA,Norwegen,Nordspanien,Melbourne,New York,Wien,Kreuz,Pag,Deutschland,Israel,St. Wolfang,Niederösterreich,Schweiz,Japan,Dänemark,Kroatien,Katalonien,Navarra,Portugal,Schweden,Bulgarien,Rumänien,Türkei,Balearen,Kanarische Inseln,Baltimore,Großbritannien,AA,Johns Hopkins University Baltimore,EU,WHO,BMG,Aftenposten,Hurtigruten,SPÖ,Herwig Kollaritsch,Christian Drosten,Oxiri Barbot,Rudolf Anschober,Johns Hopkins,Bill de Blasio,Jorge Oliveira,Elisabeth Rappold,Roald Amundsen,Michael Ryan,Gerry Foitik,Ulrike Königsberger-Ludwig"
2000117253874,"Ostern,Pandemie,SARS-CoV-2,Reproduktionszahl,COVID-19,Gastronomie,Wien,Salzburg,Wien-Erdberg,BMG,ÖVP,Kronen Zeitung,Caritas,Karl Nehammer,Andreas Huber"
2000119220406,"Tagesüberblick,SARS-CoV-2,Neuinfektion,Todesfall,Virus,COVID-19,Quarantäneschiff,Grenzkontrolle,Testbetrieb,Coronavirus,Deutschland,Afrika,Indien,Karibik,USA,Österreich,Lateinamerika,Mexiko,Australien,Villach,Brasilien,Sizilien,Poros,Kärnten,Ozeanien,Israel,Südafrika,Europa,Spanien,Griechenland,Balearen,Mallorca,Menorca,Ibiza,Kanarische Inseln,Teneriffa,Fuerteventura,Gran Canaria,Brüssel,Aranda de Duero,Kastilien-León,Ägypten,Nigeria,Russland,Baltimore,Großbritannien,EU,EU-Kommission,Uber,BMG,AFP,Ages Maut System,RKI,Johns Hopkins University Baltimore,DIHK,Rudolf Anschober,Ulrich Herzog,Clemens Auer,Daniela Schmid,Martin Wansleben"
2000124157392,"Anzeige,Coronavirus,COVID-19,Neonazi,Rechtsextremisten,Wien,Karlskirche,Karlsplatz,Tirol,Polizei,APA,Twitter,Verfassungsschutz,Gottfried Küssel"
2000124163685,"Anzeige,COVID-19,Neonazi,Coronavirus,Rechtsextremisten,Wien,Karlskirche,Tirol,Polizei,Twitter,Verfassungsschutz,Gottfried Küssel,Karl Nehammer"
2000119242720,"Corona-Pandemie,Coronavirus-Pandemie,Maskenpflicht,Coronavirus,Tagesüberblick,COVID-19,Hilfspaket,Todesfall,Virus,Schiff,Impfpass,Neuinfektion,Paris,Italien,USA,Villach,Deutschland,Österreich,Minneapolis,Großbritannien,Wien,Niederösterreich,Steiermark,Frankreich,London,Nizza,Lille,New York,Amerika,Paterson,New Jersey,Genua,Malta,Ö1,BMG,New York Times,Randox,Guardian Media Group,SPÖ,Donald Trump,Lazzaro Spallanzani,Neel Kashkari,Owen Paterson,Peter Lehner,Giuseppe Conte"
2000119264325,"Coronavirus,Maskenpause,Viruslast,COVID-19,Virus,Abwasser,Beschränkung,Schulstart,Maskenpflicht,Urlaubsregion,Corona-Krise,Tirol,Griechenland,Österreich,Italien,Steiermark,Kreta,Santorin,Mykonos,Innsbruck,ÖVP,Arbeitsministerium,BMG,SPÖ,Universität Innsbruck,Bundesregierung,APA,EU,Antonio Banderas,Gernot Blümel,Rudolf Anschober,Heinz Faßmann,Cornelia Lass-Flörl,Christian Drosten,Christine Aschbacher,Herbert Oberacher"
2000119306037,"Coronavirus,Neuinfektion,Rezession,Corona-Krise,Krise,COVID-19,Impfstoff,Tourismusbetrieb,Logistik,Antikörpernachweis,Bargeldzahlung,Testung,Virus,Österreich,Deutschland,Großbritannien,Zell am See,Wien,Russland,Oberösterreich,Tirol,Niederösterreich,Steiermark,Salzburg,Burgenland,Kärnten,Vorarlberg,Europa,Österreichischer Gewerkschaftsbund,EU,RKI,BMG,APA,ÖVP,Rudolf Anschober,Thomas Frischer"
2000119374814,"Coronavirus,Neuinfektion,Reisewarnung,Tagesüberblick,Zuwachsrate,COVID-19,Gesundheitsbehörde,Maskenpflicht,Infektionszahl,Virus,Restaurant,Österreich,Kroatien,Tirol,Dänemark,USA,Kärnten,Axams,Russland,Wien,Oberösterreich,Innsbruck,Contact-Tracing,Absam,Burgenland,Steiermark,Salzburg,Niederösterreich,SPÖ,CDC,Innenministerium,ÖVP,Bundesheer,APA,Sebastian Kurz,Rudolf Anschober,Elmar Rizzoli,Peter Hacker,Daniel Glunčić,Klaudia Tanner"
2000119396183,"Reisewarnung,Schulstart,Schichtbetrieb,Schnelligkeit,Grenzkontrolle,COVID-19,Kroatien,Österreich,APA,ÖVP,Heinz Faßmann,Rudolf Anschober,Daniel Gluncic"
2000124606731,"Aufruf,Handelskette,Supermarkt,Coronavirus,Exekutive,Supermarktfiliale,Polizei,Bundesamt für Verfassungsschutz"
2000119417900,"Reisewarnung,COVID-19,Tagesüberblick,Ansteckungsgefahr,Auto,Teststraße,Coronavirus,Kroatien,Österreich,Wien,Mallorca,Menorca,Ibiza,Ernst-Happel-Stadion,Balearen,Kanarische Inseln,Europa,Eisenstadt,AA,ÖVP,Bundeskanzleramt,APA,BMG,Bundesregierung,Innenministerium,SPÖ,Bundesheer,Rudolf Anschober,Peter Hacker,Sebastian Kurz,Karl Nehammer,Alexander Schallenberg,Nikolaus Scherak"
2000119468985,"Coronavirus,Neuinfektion,Quarantäne,Tagesüberblick,Höchstwert,COVID-19,SARS-CoV-2,Virus,Maskenpflicht,Österreich,Großbritannien,Kroatien,Niederösterreich,Deutschland,Russland,London,Indien,Europa,Grafenegg,Krka,Split-Dalmatien,Split,Hvar,Wien,Oberösterreich,Tirol,Salzburg,Steiermark,Trinidad und Tobago,Portugal,Spanien,Kanarische Inseln,Norwegen,Zagreb,Italien,Frankreich,Vereinigte Arabische Emirate,Brasilien,Saudi-Arabien,Philippinen,Leipzig,Balearen,WHO,Ärztekammer,Ages Maut System,Twitter,RKI,Weltgesundheitsorganisation,Verkehrsministerium,SPÖ,Salzburger Nachrichten,Gamaleja-Institut für Epidemiologie und Mikrobiologie,EU,CureVac,Robert Dornhelm,Birgit Jung,Johanna Mikl-Leitner,Hans Kluge,Peter Hacker,Ulrike Königsberger-Ludwig,Jakob Wild,Toni Mörwald"
2000119492368,"Reproduktionszahl,Todesfall,Tagesüberblick,Fallsteigerung,Steigerungsrate,COVID-19,Maskenpflicht,Neuinfektion,Österreich,Spanien,Wien,Lateinamerika,Mexiko,Marokko,Tirol,Russland,Oberösterreich,Niederösterreich,Frankreich,Großbritannien,Norwegen,Brasilien,Argentinien,Steiermark,Kärnten,Ages Maut System,FDA,Österreichischer Gewerkschaftsbund,Bundesheer,Reuters,Innenministerium,Industriellenvereinigung,APA,ÖVP,Wolfgang Katzian,Christoph Neumayer,Klaudia Tanner,Peter Marks"
2000119519921,"Coronavirus,Tagesüberblick,Todesfall,Virus,COVID-19,Reproduktionszahl,Neuinfektion,Pendler,Maskentrage,Reisewarnung,Durchreise,Coronatest,Wien,Kroatien,Österreich,Deutschland,USA,Lateinamerika,Karibik,Tirol,Oberösterreich,Steiermark,Niederösterreich,Türkei,Kosovo,Serbien,Salzburg,Burgenland,Brasilien,Mexiko,Indien,Rumänien,Berlin,WHO,Weltgesundheitsorganisation,BMG,Twitter,Bundesregierung,Ö1,Ages Maut System,SPÖ,Innenministerium,ÖVP,Wirtschaftskammer Österreich,Accenture,Donald Trump,Robert Dornhelm,Rudolf Anschober,Johanna Mikl-Leitner,Ulrich Herzog,Peter Hacker,Irmgard Lechner"
2000119561802,"Corona-Pandemie,Coronavirus,Tagesüberblick,Ausbreitung,Virus,Todesfall,COVID-19,Neuinfektion,Maskenpflicht,SARS-CoV-2,Kleincluster,Infektion,Tourismusjob,Verlangsamung,Kontaktnetzwerk,Logistik,Corona-Krise,Krise,Österreich,Marseille,Afrika,USA,Wien,Innsbruck,Mittelmeer,Angola,Namibia,Südafrika,Spanien,Südostasien,Brasilien,Vienna,Hongkong,Niederlande,Belgien,Niederösterreich,Tirol,Steiermark,Salzburg,Deutschland,Frankreich,WHO,Weltgesundheitsorganisation,Medizinische Universität Wien,AUA,UN,Amnesty International,ÖVP,BMG,AFP,TU,RKI,Ö1,Franceinfo,Hans Georg Mustafa,Anthony Fauci,Elisabeth Puchhammer-Stöckl,Sebastian Kurz,Matshidiso Moeti,Zweli Mkhize,Niki Popper,António Guterres,Donald Trump"
2000119585762,"Corona-Pandemie,Coronavirus,Maskenpflicht,COVID-19,Tagesüberblick,Einreiseformular,Neuinfektion,Corona-Krise,Stauchaos,Bezirkshauptmannschaft,Pandemie,Infektionszahl,Virus,Österreich,Oberösterreich,Kroatien,Italien,Wien,Wörgl,Zell am See,Südafrika,Tirol,Berlin,Afrika,Zeller See,Ernst-Happel-Stadion,Villach,Bundesheer,Spar Handelsgesellschaft,WHO,Weltgesundheitsorganisation,APA,Innenministerium,Facebook,SPÖ,Rewe,ÖVP,EU,Jair Bolsonaro,Bernd Riepan,Peter Hacker,Thomas Stelzer"
2000119635363,"Coronavirus-Pandemie,Neuinfektion,Coronavirus,Tagesüberblick,Pandemie,Schnelltest,COVID-19,Sommersaisonhälfte,Nächtigung,Corona-Krise,Virus,Herdenimmunität,Grenzkontrolle,Österreich,Venezuela,Russland,Paris,Italien,Wien,Moskau,Oberösterreich,Steiermark,Niederösterreich,Tirol,Rom,Frankreich,Kärnten,Slowenien,WHO,Verwaltungsgericht,Weltgesundheitsorganisation,ÖVP,Abbott Laboratories,Carlos Alvarado,Donald Trump,Alexander Schallenberg,Rudolf Anschober,Sputnik V"
2000119663284,"Tagesüberblick,Hilfspaket,Maskenpflicht,SARS-CoV-2,Reproduktionszahl,Österreich,Frankreich,USA,Wien,Berlin,Seoul,Währing,Wiener Neustadt,Ungarn,Oberösterreich,Tirol,Niederösterreich,Steiermark,Europa,Großbritannien,Wien-Währing,Südkorea,Burgenland,Kärnten,Salzburg,Vorarlberg,Paris,BMG,APA,Polizei,Ages Maut System,ÖVP,Donald Trump,Matt Hancock,Martin Rutter,Peer Eifler,Franziska Loibner,Alexandra Koller,Merith Streicher,Emmanuel Macron,Heinz Faßmann,Gergely Gulyás"
2000119685463,"Corona-Pandemie,Coronavirus,Maskenpflicht,COVID-19,Quarantäne,Urlaubsflug,Neuinfektion,Tagesüberblick,Gastronomie,Todesfall,Corona-Krise,Impfstoff,Virus,Präsidentschaft,SARS-CoV-2,Indien,USA,Bayern,Brasilien,Österreich,Wien,Russland,Deutschland,Kärnten,Großbritannien,Oberösterreich,Griechenland,Burgenland,Ungarn,Zakynthos,Wales,Moskau,Europa,Niederösterreich,Tirol,Balearen,Ossiacher See,EU,FDA,FPÖ,ÖVP,APA,BBC,TUI,SPÖ,NEOS,ORF,Rudolf Anschober,Michail Muraschko,Markus Söder,Barbara Ertl,Jörg Leichtfried,Gerhard Kaniak,Gerald Loacker,August Wöginger,Sigrid Maurer"
